e.若旅客来电反映自助值机机器没有登机牌了可联系客运更换登机牌。,"航站楼各公共卫生间设置独立的母婴室,内设婴儿打理台、水池、座椅、拥有护理台、哺乳间、婴儿睡眠区、冲奶区、儿童娱乐区等多种功能外,还安排有专业育婴师负责母婴室内的日常服务及设施维护工作。母婴室内的尿不湿、棉柔巾、溢乳垫、热水、储奶袋等母婴用品也均可通过母婴智能柜免费取用。","有效乘机身份证件的种类包括:中国大陆地区居民的居民身份证、临时居民身份证、护照、军官证、文职干部证、义务兵证、士官证、文职人员证、职工证、武警警官证、武警士兵证、海员证,香港、澳门地区居民的港澳居民来往内地通行证,台湾地区居民的台湾居民来往大陆通行证;外籍旅客的护照、外交部签发的驻华外交人员证、外国人永久居留证;民航局规定的其他有效乘机身份证件。十六周岁以下的中国大陆地区居民的有效乘机身份证件,还包括出生医学证明、户口簿、学生证或户口所在地公安机关出具的身份证明。电子身份证生成以及使用步骤:一、关注“湖南公安服务平台”微信公众号二、首次登录请先填写个人准确信息进行注册三、实人视频认证四、【个人中心】,点击【电子证照】→ 【电子身份证】五、办理值机手续时,出示该电子身份证给值机员目测即可六、过安检时,点击下方的“电子证照登机”→“我的扫描二维码”,把手机对准闸口扫描二维码,正脸平视验证摄像头即可。注意事项:一、目前,只实现了湖南省内公民的电子身份证在长沙黄花国际机场过安检,其他省份的会陆续开放。二、安检时扫描二维码注意有效时限,过期请刷新三、目前机场开通的电子身份证使用安检通道,仅为T一的一号安检通道与T二的六号与十五号安检通道"
黄花机场机公安办理临时乘机证明的位置:T二航站楼安检十六号通道边设有办理柜台,严禁携带航空法禁止运输的物品，和可能在飞机上被当作武器的刀片，以及球棒等物品。此外，搭乘国际航班时，对于液体的携带也有限制。在安全检查时，如果发现任何禁止或限制携带的物品，将视作旅客自愿丢弃该物品。但其中部分物品可以作为托运行李托运。安全指南中介绍了允许和严禁携带/托运的代表性物品。 有关更多详细信息，请咨询相关航空公司。,所有航空公司均可办理开具。乘客可在机场航空公司柜台按其要求办理。《行程单》采用一人一票，不可重复打印，遗失不补。乘客可以在航班起飞前或起飞后7天之内在机票销售地或机场电子客票服务柜台领取《行程单》。如果该机票未使用，则在一年有效期内都可以打印《行程单》。如遇退票、改期、航班延误或取消等情况，若旅客已经取得打印过的《行程单》，需将其交回后方可办理有关手续（海航、上航特别规定下若《行程单》遗失不予办理退票）。扩展资料：行程单办理要求规定：1、根据规定，行程单的印制采用一般发票标准，使用特种纸张、油墨，在指定企业印制，其规格尺寸、票面印刷图案文字和防伪措施等均有详细规定。2、按照规定，行程单上应载明航空运输电子客票行程单、国家税务总局监制、印刷序号、旅客姓名、有效身份证件号码、签注、航程、机场建设费、其他税费、合计、电子客票号码、验证码、连续客票、保险费、销售单位代号、填开单位（盖章）、填开日期、查询网址等项目内容。3、开具发票应当按照规定的时限、顺序、逐栏、全部联次一次性如实开具，并加盖单位财务印章或者发票专用章。参考资料来源：百度百科-行程单
机场举报电话：073112388,选择无线网络Airport Free WiFi，通过浏览器打开任意网站，手机短信认证或微信认证，即可成功登录,1、机场免税店是针对国际航线的，拿着护照出了海关，才能进免税店。长沙黄花机场的免税店在长沙黄花机场的二号航站楼，国际出发过了安检后就可以看到免税店。2、凡进、出机场的旅客无论在免税行出境免税店或进境免税店购买免税品均需出示登机牌和护照。免税店主要针对的对象是因公出国人员、远洋海员、华侨、外籍华人、港澳台同胞、出国探亲的中国公民及在国内的外国专家等。3、每个国家的免税店购物方式都不太一样，比如在韩国免税店购物，就要提供护照和回程机票，买完东西如果是韩国品牌可以带走，如果是外国品牌则不能带走，要在回程时在机场提货，有金额限制。扩展资料免税店的多种模式1、多模式免税店引归国客随着全面深化改革的持续推进、上海自贸区的设立，一些新型的贸易模式和创新的监管模式得到试验并开始复制推广。根据笔者的观察，目前国内已有一些区域开始尝试在综合保税区等特殊监管区域内设置免税店，以最大程度地利用综保区保税、免税的优惠政策。2、横琴模式（1）珠海横琴的目标是学习海南省离岛免税政策，根据广东省公布的《珠三角旅游一体化规划》，将争取国家批准设立南沙、横琴两大免税购物中心，打造“购物天堂”，广东有意在南沙和横琴争取类似于海南岛的“离岛免税”政策，具体方案还在研究中。（2）横琴新区毗邻澳门，面积为106.46平方公里，是澳门现有面积的3倍，计划打造一个综合性的商业中心，其中包括免税购物，利用优势地理位置，使内地游客不用出关去澳门亦可享受到离境待遇，这个规划需要国家政策上的突破。（3）2014年12月12日，国务院总理李克强主持召开国务院常务会议，提出在广东、天津、福建特定区域再设立三个自由贸易园区，这将有利于横琴免税购物中心的建立。3、重庆模式（1）作为跨境电子商务试点城市之一的重庆，在进口商品销售方面具有政策优势。如今，重庆同时开设有传统模式免税店和保税展示销售的保税店。（2）重庆中服免税店面积2000平方米，与其他地区免税店类似主要销售奢侈品、名品、珠宝等，同样对于购买者有严格的限制。（3）而位于重庆解放碑环球金融中心的爱购保税店(IGET)是重庆保税港区的保税展示销售延展平台，采用O2O模式经营，线上提供了完善的体验环境，客户可以对商品进行全面的了解。（4）爱购保税店充分利用跨境电子商务试点的优势，实现线上展示，线下交易。保税店不同于免税店，商品需要正常征收关税，但相比商场而言，由于充分利用保税港区政策价格相对较低，且按照跨境电子商务试点规定，个人购买也可以征收行邮税。4、上海模式（1）开免税店不是上海自贸区关注的重点，亦不符合自贸区建设初衷，如今自贸区内没有考虑开设免税商店，不会复制离岛免税模式。上海长沙黄花机场综合保税区已由日上免税行开办了免税店。（2）该免税店主要经营进口香水、化妆品，将分免税、含税两大类型销售，和航站楼内的免税店不同，游客可以凭借出境的有关证件预订商品，由店家负责送到机场相关区域，境内外游客可以在出入境时提取商品，这样游客可以有充裕的时间进行选购。该免税店目前处于试运行阶段，必须使用会员卡购买。参考资料：百度百科-免税店
"一、目前,只实现了湖南省内公民的电子身份证在长沙黄花国际机场过安检,其他省份的会陆续开放。",可以说从长沙火车站到黄花机场最方便的就是到民航大酒店坐机场大巴了，从火车站出来往西，沿五一路南边走500米左右就到了，价格17.5元。从机场到市区也是，而且，不管晚上多晚下飞机都有机场大巴到民航大酒店！,汽车南站有巴士，会经停火车南站，就是武广高铁的车站，上午九点到下午五点半，每15分钟一辆。民航大厦和贺龙体育场那边分别都有。火车站有114路公交车到机场
旅客在安检处落下的东西会在当天移交失物招领处。,在国内机场免税店只有乘坐国际航班的乘客才可以买东西，购买的时候需要出示当天国际航班的登机牌，乘坐国内航班是不可以的。如果没有出国打算，但又希望在机场免税店购买物品的话，可以根据需要找有出国行程的朋友帮忙，长沙黄花机场的免税店不但在国际航班候机区有，在下机后的取行李区也有但东西没有那么齐全。而北京长沙黄花机场的免税店提供免费寄存服务，可以在出发时先购物，回程时提货。需要列好购物清单，咨询清楚情况，然后找合适的朋友帮忙购买。拓展资料：长沙黄花机场免税店和长沙黄花机场免税店是同一个集团日上在经营，所以购物优势相近，但规模不是很大，产品相对单调一些。国内机场免税店所有商品均以人民币标价，可用人民币、美元、港币、欧元和日元现金付，也可用各种信用卡支付。国内的卡是走银联的，而且没有手续费。长沙黄花机场有很多品牌专卖店，比如上海滩、菲拉格慕、施华洛世奇等。如果发现机场店价格比市区专卖店贵，可以在购物起15天内，对差价部分要求机场双倍返还。,请按此处查阅要找的航空公司柜台设于哪一行段。机场各处的大型显示屏幕或电视屏幕都载有这些资料。
"机场T二航站楼附一楼设有专线车候车室,购买专线车票后,当距离发车时间尚有一段时间时,将有导服员指引至专线候车室休息。机场T一航站楼到达厅设有专线车候车室,购买专线车票后,当距离发车时间尚有一段时间时,将有导服员指引至专线候车室休息。提供免费茶水、行李寄存、电视收看、杂志阅览等服务。其余各专线点均设有乘客候车室。",旅客托运行李内部分物品丢失：目的地为长沙的航班，旅客未出机场隔离区可以建议旅客跟行李查询室联系，离开机场建议旅客联系公安机关报案处理；长沙始发的航班建议旅客联系到达机场。,国际出港流程：          确认航班所在航站楼――办理乘机手续――行李托运――检验检疫及海关检查――边防检查――安全检查――登机口候机及登机。祝您旅途愉快！
"台湾落地签办理时间是跟港澳台航班走,台湾同胞如果从地区航线或国际航线到达长沙需办理落地签,可告知旅客拨打值班手机一百三十七亿五千五百万零六百三十七提前申请办理。",2号航站楼，航班起飞前45分钟停止办理乘机登记手续。,"一、航班起飞前四十分钟开始登机,航班起飞前十五分钟停止登机,开始登机时机场中央大广播会自动播放登机广播,主要是催促已经办理值机手续但还未过安检的旅客尽快过安检,开始登机后登机口也会有相应区域广播,主要是航班动态、登机口变更以及催促旅客登机广播,该广播覆盖范围有限,若旅客离开登机口则有可能听不到。若旅客来电质疑没有听到广播通知,中央大广播记录可联系广播室查询,登机口区域广播可联系候机查询,但广播录音均不可对外。"
机场公安值班室可为您出具临时身份证明。          出具临时身份证明的条件为 1、旅客办理过身份证                                             2、户籍系统里可查询到旅客信息            公安值班电话为：029--88796219(T2)或029-88790754(T3)。祝您旅途愉快！,旅客在安检处落下的东西会在当天移交失物招领处。,"一、目前,只实现了湖南省内公民的电子身份证在长沙黄花国际机场过安检,其他省份的会陆续开放。"
旅客的托运行李全部或部分损坏、遗失，赔偿金额每公斤不超过RMB100元。如行李的价值每公斤低于RMB100元时，按实际价值赔偿。如果旅客已办理行李声明价值，赔偿以声明价值为限。发生损失、需要赔偿行李的件数和重量以值机系统中记录的件数和重量为准；无法确定重量时，每位旅客的丢失行李最多按该旅客享受的免费行李额赔偿。,e.若旅客来电反映自助值机机器没有登机牌了可联系客运更换登机牌。,对于符合《华沙公约》标准的航班，行李赔偿限额为每公斤17 SDR*。如行李的实际损失低于此标准，将根据行李的实际损失进行赔偿。非托运行李的赔偿限额为332 SDR*。                    对于符合《蒙特利尔公约》标准的航班，将根据行李的实际损失进行赔偿。如果能提供适当证明，每名旅客托运和非托运行李的赔偿限额为1131 SDR*。                    *SDR指的是国际货币基金组织规定的特别提款权，SDR的价值可在www.imf.org查询。
机场售票处电话029-96780。祝您旅途愉快！,3、如是投诉出租车司机服务态度、甩客、拼客等不规范行为，在没发车的情况下，可受理，请记录车牌号，车辆所属公司，转至客运执法大队，如已发车，请旅客向长沙市客管处投诉，长沙市出租车投诉电话为12328,"有效乘机身份证件的种类包括:中国大陆地区居民的居民身份证、临时居民身份证、护照、军官证、文职干部证、义务兵证、士官证、文职人员证、职工证、武警警官证、武警士兵证、海员证,香港、澳门地区居民的港澳居民来往内地通行证,台湾地区居民的台湾居民来往大陆通行证;外籍旅客的护照、外交部签发的驻华外交人员证、外国人永久居留证;民航局规定的其他有效乘机身份证件。十六周岁以下的中国大陆地区居民的有效乘机身份证件,还包括出生医学证明、户口簿、学生证或户口所在地公安机关出具的身份证明。电子身份证生成以及使用步骤:一、关注“湖南公安服务平台”微信公众号二、首次登录请先填写个人准确信息进行注册三、实人视频认证四、【个人中心】,点击【电子证照】→ 【电子身份证】五、办理值机手续时,出示该电子身份证给值机员目测即可六、过安检时,点击下方的“电子证照登机”→“我的扫描二维码”,把手机对准闸口扫描二维码,正脸平视验证摄像头即可。注意事项:一、目前,只实现了湖南省内公民的电子身份证在长沙黄花国际机场过安检,其他省份的会陆续开放。二、安检时扫描二维码注意有效时限,过期请刷新三、目前机场开通的电子身份证使用安检通道,仅为T一的一号安检通道与T二的六号与十五号安检通道"
航班延误不论什么原因，目前大部分航司都支持免费退改签，若旅客行程紧急，可建议旅客前往航司相应柜台改签，退票需要联系原售票处，目前大部分航司都支持网上下载航班延误证明。,对各种酒类托运具体要求（如啤酒、红酒、白酒、药酒等数量包装上有何具体要求）  民航局9284号文件，现将关于酒精携带标准的规定如下：                             旅客乘机不应随身携带酒精饮料，但可以将酒精饮料托运，其包装应符合民航局的有关规定：（1）.酒精含量小于或者等于24度时，托运不受限制；（建议提醒旅客：如果托运物品超过了免费托运行李额，需要缴纳行李逾重费）（2）.酒精含量在24度-70度（含70度）之间的，每人托运数量不超过5升，（3）.酒精含量大于70度的，不能办理托运。注：托运的前提酒在未开封情况下，包装符合航空公司运输要求（如：自酿酒、散酒概不能托运），托运时对酒的瓶数没有限制。由于我们的回答是安检对于旅客托运酒的规定，建议您再次与航空公司核实是否有其他特殊要求。如您还有其他问题需要咨询，您可以致电首都机场服务热线010-96158,T2，T3航站楼出发大厅入口处均设有行李打包柜台 。       服务时间:06：00-22:00。       收费标准详情在咸阳机场官方网站首页，旅客指南-机场服务-行李打包中查询或依照现场公示价格为准。       祝您旅途愉快！
服无位置： T2到大厅行李转盘旁  、  T3出发大厅322门内 、 T3国际厅安检内        服务时间：  08:30～21:30              06:00～21:30          06:00～次日01:3        服务电话：  029-88790175             029-88790408        029-88790173         祝您旅途愉快！,"航站楼各公共卫生间设置独立的母婴室,内设婴儿打理台、水池、座椅、拥有护理台、哺乳间、婴儿睡眠区、冲奶区、儿童娱乐区等多种功能外,还安排有专业育婴师负责母婴室内的日常服务及设施维护工作。母婴室内的尿不湿、棉柔巾、溢乳垫、热水、储奶袋等母婴用品也均可通过母婴智能柜免费取用。",旅客在安检处落下的东西会在当天移交失物招领处。
