柜台值机:1、昆明机场出港的国内航班在航班起飞前5小时开始办理，航班起飞前45分钟停止办理（建议旅客提前2-3小时到机场办理）。自助值机在飞机离站前45分钟截止。2、国内航班登机口在飞机计划起飞前15分钟关闭。东航、上航、联航，登机口在航班计划起飞前15-20分钟关闭，具体以现场为准。3、国际航班具体您跟航空公司咨询，因为每个航空公司规定是不一样的。4、昆明机场出港的国内航班必须要出示有效证件的原件才能过安检。复印件不能够作为乘机凭证。,特殊情况处置 （远机位） 1．当旅客手机没电或手机故障等无法提供电子登机牌，地服工作人员指引旅客补打纸质登机牌，后续按常规“有纸”登机流程乘机 2．当系统无法识别电子登机牌，登机口工作人员采用手工录入方式输入旅客信息，识别并确认信息后旅客乘坐摆渡车； 3．当旅客遗失远机位登机复核牌，则需要出示手机电子登机牌，远机位地服人员负责查验旅客航班信息、机下监护人员查验电子验讫章，信息确认后，旅客登机；如因旅客手机没电、手机故障等原因无法提供电子登机牌，则旅客需要返回补打登机牌。,候机及登机：根据登机牌上的登机口到相应的候机区休息，通常情况下，登机口将在航班起飞前15-20分钟分钟截止办理。 请留意广播提示和航班信息登机时需要出示登机牌。
"不是的,在允许打印行程单的机场均可打印,无始发地的限制。","所有航空公司均可办理开具。乘客可在机场航空公司柜台按其要求办理。《行程单》采用一人一票,不可重复打印,遗失不补。乘客可以在航班起飞前或起飞后七天之内在机票销售地或机场电子客票服务柜台领取《行程单》。如果该机票未使用,则在一年有效期内都可以打印《行程单》。如遇退票、改期、航班延误或取消等情况,若旅客已经取得打印过的《行程单》,需将其交回后方可办理有关手续(海航、上航特别规定下若《行程单》遗失不予办理退票)。扩展资料:行程单办理要求规定:一、根据规定,行程单的印制采用一般发票标准,使用特种纸张、油墨,在指定企业印制,其规格尺寸、票面印刷图案文字和防伪措施等均有详细规定。二、按照规定,行程单上应载明航空运输电子客票行程单、国家税务总局监制、印刷序号、旅客姓名、有效身份证件号码、签注、航程、机场建设费、其他税费、合计、电子客票号码、验证码、连续客票、保险费、销售单位代号、填开单位(盖章)、填开日期、查询网址等项目内容。三、开具发票应当按照规定的时限、顺序、逐栏、全部联次一次性如实开具,并加盖单位财务印章或者发票专用章。参考资料来源:百度百科-行程单","不会,行程单是作为报销凭证用的。但是您要妥善保管,如遇到退票等事宜还需要收回已经打印的行程单。"
遗失在出港航班上：向目的地机场或航空公司咨询,"东航失物招领处：遗失在东航柜台或是东航飞机上的联系东航失物招领。 电话：0871-63405153（09:30--11:00,13:00--16:30）",失物招领处 长水机场失物招领处服务电话：0871-67093655，0871-67098068 服务时间：09：00---20:00 位置：H区问询台（1号门和2号门之间） ，在国际出发K10柜台对面
遗失在出港航班上：向目的地机场或航空公司咨询,失物招领处 长水机场失物招领处服务电话：0871-67093655，0871-67098068 服务时间：09：00---20:00 位置：H区问询台（1号门和2号门之间） ，在国际出发K10柜台对面,无主行李不一定会移交到失物招领处，也有可能会被公安收走。比如：凌晨旅客把行李放在可能会拉起警戒线的地方后去做其他事情（去卫生间），回来后此地已经清场，行李不见了。此后遇到这种情况也可以建议旅客拨打航站楼派出所咨询一下是否有旅客的东西
遗失在出港航班上：向目的地机场或航空公司咨询,（六）免税店 在国际出发和到达隔离区内，只有乘坐国际航线的旅客可以进入。 出发位置在：在F2层隔离区内    到达位置在：在4号行李转盘附近   昆明机场cdf免税店电话0871-67085738(09:00-23:00)，如旅客有购物问题可 提供电话让旅客咨询，也可提醒旅客注意看购物小票，上面会有相关联系方式。,（十三）行李查询处1.乘坐其它航空公司航班的旅客托运行李发生丢失、破损、晚到等情况时，可到行李提取大厅机场行李查询中心查询。
"最短中转时间视乎航空公司及航点而定,请向所选乘的航空公司查询详情。相关网页:转机/过境程序","可以考虑以下原因:1. 搭乘航班可能为航空公司或旅行社的包机航班。如为包机航班,出行当日可在“航班”页面中查询航班状态。如需要查询过往航班信息,请咨询相关航空公司或旅行社。2. 预定当日起飞的航班,因某种原因延迟至第二天或之后时,航班号有可能发生变更。如遇此种情况,请向相关航空公司咨询详情。","旅客应联络所选用的旅行社或航空公司,查询香港至某特定航点的航班时间表及机票价格。"
"在国际出发和到达隔离区内,只有乘坐国际航线的旅客可以进入。","您可以选择“从航站楼出发(步行或巴士)”及“驾车前往”二种方式。一般情况下,货运地区仅允许相关人士入内,进入前请在入口处办理相关手续。办理手续时需要出示驾照等身份证件,并填写指定表格。办理完毕后,会发放“一时立入证(人用临时通行证)”及“一时车辆使用承认证(车用临时通行证)”。","首都机场快轨到达后在GTC内,有两条可以直接通向航站楼内的连廊,您可以从去往出发层(四层)的连廊到达首都机场四层出发层。到达后,会有很明显的字母分类值机区。祝您旅途愉快。"
旅客过安检时，东西被安检暂时保管回来取的时候是在F3层行李寄存处旁边，有个安检与门摆东西的地方，咨询电话：0871-67092538（06:00-22:00）,"昆明机场失物招领须知 1、认领要求 为了防止他人冒领遗失物品。失主需配合工作人员详细描述失物的特征和遗失地点。 2、认领方式 遗失物品的旅客本人领取的，失物招领中心工作人员在向认领本人交还遗失物品时，应该对认领人的有效身份证明（如身份证、驾驶证、护照、军官证、士兵证等）并留存复印件作为备案凭据。 认领人委托第三方代为领取遗失物品的，代领人应向遗失物品招领处工作人员提供遗失物品的失主本人的委托书原件或传真件、失主本人的身份证、护照等有效证件（或复印件）以及代领人的身份证、护照等有效证件原件并留下复印件作为认领依据。同时，代领人应提供遗失物品失主本人电话，工作人员通过录音电话与遗失物品领取人的姓名、遗失物品的名称、数量、特征、颜色、遗失日期、遗失地点等相关信息。工作人员确认完毕后，代领人在《遗失物品登记表》签字后，领取遗失物品。 东航失物招领处：遗失在东航柜台或是东航飞机上的联系东航失物招领。 电话：0871-63405153（09:30--11:00,13:00--16:30）安检失物招领处：遗失在安检24小时以内，拨打087167092538，如超过24小时拨打0871-67093655/67098068 旅客过安检时，东西被安检暂时保管回来取的时候是在F3层行李寄存处旁边，有个安检与门摆东西的地方，咨询电话：0871-67092538（06:00-22:00）",无主行李不一定会移交到失物招领处，也有可能会被公安收走。比如：凌晨旅客把行李放在可能会拉起警戒线的地方后去做其他事情（去卫生间），回来后此地已经清场，行李不见了。此后遇到这种情况也可以建议旅客拨打航站楼派出所咨询一下是否有旅客的东西
贵重物品：贵重物品均需随身携带，航空公司对托运行李夹带贵重物品的遗失或损坏，按一般托运行李承担赔偿责任。包括：货币、重要文件、资料、证券、手提电脑、珠宝、黄金、玉石等,关于油类托运相关规定：不能随身携带，只能托运必须包装完好不产生泄露，如产生泄露污染货仓，赔偿会非常高。,"每位旅客的免费托运行李额：持成人或儿童票的头等舱旅客为40公斤；公务舱旅客为30公斤；经济舱为20公斤；持婴儿票的旅客，无免费行李额。（比如春秋、联合航空,西部、祥鹏、天津等属于差异化服务，民航总局标准他们不会严格执行）如旅客要行李合并计算（具体以航空公司为准）         天津航空：空旅客差异化服务，根据购票金额将享受不同额度的免费托运行，经济舱没有免费餐食。建议旅客跟航空公司咨询 首都航空：免费行李额度跟餐食是根据折扣来定的，过低的折扣是没有餐食 免费托运行李的。具体以航空公司为准。 福州航空：经济舱没有免费餐食，托运行李额度根据折扣来定，折扣低的情况下是没有免费托运行李。具体以航空公司为准（随身行李5公斤） 江西航空：行李额度根据机票折扣来决定，折扣过低没有免费托运行李，行李要收费的。预付费行李要提前去航空公司官网购买"
"航班取消后,能否安排补班将由以下因素决定:空管能否批准补班计划、旅客次日签转安排情况、机组执勤时间限制、飞机状况,并且必须保证航班安全、适航才允许补班。","首先,即使民航气象部门随时发布比较准确的气象变化趋势,但天气情况是不断变化的,当该状况不符合航班起降标准时,飞机将无法降落,为安全考虑或油量不足以继续盘旋等待天气好转,飞机将不得不备降其他机场。其次,当天气处于标准边缘时,机长将决定飞机能否降落,而每个机长对天气等因素的判断决定是不同的。","如果航班时间变动,或因机型变动造成不能提供原来等级的舱位,南航会尽量根据您的意愿为您改签,如果您不接受,可以按非自愿退票处理。"
"首先,请先联系搭乘航班的所属航空公司,根据航空公司的要求办理相关手续。根据购买机票的种类,可能存在无法改签或退票退款的情况。各航空公司的相关手续及规则都不尽相同,请向相关航空公司确认详细信息。",退票或改签是要联系订票点或者对应航空公司。,"朋友你好,你凌晨才下机的话已经没有公交以及机场大巴去火车站了,只能打的去,车程一个小时吧。"
遗失在出港航班上：向目的地机场或航空公司咨询,昆明机场“无纸化”操作流程。8月15日起，昆明长水机场正式推行“无纸化”便捷出行服务。除春秋航空、九元航空和南方航空外，乘坐国内航班的旅客在进行安全检查和登机时，只需出示手机上的二维码电子登机牌，就可以便捷出行（具体操作以现场为准）1、旅客提前通过“航旅纵横”APP等官方渠道、云南机场集团微信公众号、昆明长水国际机场微信公众号多个渠道进行手机值机，值机成功后生成电子二维码登机牌。  2、旅客凭手机上的电子二维码和有效身份证件完成安检验证手续。    旅客通过安检验证后，电子二维码会自动加注安检验讫电子章。  3、旅客登机时，出示已加注安检电子验讫章的电子二维码扫码登机。  4、“无纸化”旅客登机业务（近机位航班）     旅客持电子登机牌登机，登机口通过航信通设备扫描电子登机牌，地面服务工作人员将旅客信息与登机口控制系统信息进行比对，同时廊桥监护人员复核旅客安检电子验讫章，无误后旅客登机，系统自动统计登机人数  5、“无纸化”旅客登机业务（远机位航班）     旅客持电子登机牌登机，登机口通过航信通设备扫描电子登机牌，地服人员将旅客信息与登机口控制系统信息进行比对，确认无误后，地服人员向每位 “无纸化”旅客发放一张“远机位登机复核牌”随后乘坐摆渡车至停机位，到达机位后，地服人员回收“旅客远机位登机复核牌”用于人数统计，旅客登机；机下监护人员承担“无纸化”乘机旅客安检验讫章查验职责，其他方式乘机的旅客监护人员正常查验安检验讫章。,旅客过安检时，东西被安检暂时保管回来取的时候是在F3层行李寄存处旁边，有个安检与门摆东西的地方，咨询电话：0871-67092538（06:00-22:00）
①　遗失物品的旅客本人领取的，失物招领中心工作人员在向认领本人交还遗失物品时，应该对认领人的有效身份证明（如身份证、驾驶证、护照、军官证、士兵证等）并留存复印件作为备案凭据。,2、办理临时登机证的的条件：1.所有办理过身份证的中国公民，对年龄无限制，但是未成年人要办理临时登机证需要家长陪同去办理2.只要旅客办理过二代身份证，在公安系统里面能查询到信息，并且没有违法犯罪记录，并且户籍地没有被注销或迁移过在公安系统上可以查到个人信息的情况下，都可以办理临时登机证。3.提醒旅客尽量携带：二代身份证正反两面的复印件，或驾照原件，或户籍证明，或过期的二代身份证等证件去办理（如果公安系统出现故障无法进行网络查询的时候就需要这些证件才能办理临时登机证4.办理时不需要旅客提供照片，机场现场照。5.正在办理户籍迁移的旅客如需要办理临时登机证，除了上述证件外还需要携带相关的户籍迁移证明才能办理（具体以现场为准）,7、港澳台及外籍旅客如护照丢失要乘坐飞机不能在办证处办理证件：港澳台旅客证件丢失，可以到昆明市出入境管理局办理一次性的证件用于乘机。外籍旅客护照丢失，必须补办护照以后才可以乘机。
8、如何办理电子临时乘机证明：步骤一、旅客通过现场扫描二维码或搜索微信小程序“乘机证明”两种线上渠道申请，办理旅客根据提示，输入个人身份信息并进行面相采集，通过系统比对后生成电子临时乘机证明二维码。步骤二、旅客持电子临时乘机证明二维码前往指定安检通道，通过安装的扫码设备读取电子临时乘机证明，验证成功后，即可办理值机手续。步骤三、旅客持有电子临时乘机证明二维码前往指定安检通道，通过安装的扫码设备读取电子临时乘机证明二维码，验证成功后，即可办理安检手续。,温馨提示：打印《临时身份证明》后，请到2号、3号窗口交费、加盖印章，依据文件在昆明机场办理临时身份证收费主体为云南省公安厅民用机场公安局，属于云南省地方批准的行政事业性收费项目，项目名称为“《临时乘机证明》手续费”，收费依据为《云南省财政厅 云南省发展和改革委员会关于印发云南省地方批准的行政事业性收费项目目录的通知》（云财非税〔2017〕17号）。《临时身份证》不盖印章无效，后果自负。关于机场公安不能使用微信收费，是因为发改委没有给到机场公安相关收费的微信二维码，他们也不敢擅自使用微信二维码收费。,2、办理临时登机证的的条件：1.所有办理过身份证的中国公民，对年龄无限制，但是未成年人要办理临时登机证需要家长陪同去办理2.只要旅客办理过二代身份证，在公安系统里面能查询到信息，并且没有违法犯罪记录，并且户籍地没有被注销或迁移过在公安系统上可以查到个人信息的情况下，都可以办理临时登机证。3.提醒旅客尽量携带：二代身份证正反两面的复印件，或驾照原件，或户籍证明，或过期的二代身份证等证件去办理（如果公安系统出现故障无法进行网络查询的时候就需要这些证件才能办理临时登机证4.办理时不需要旅客提供照片，机场现场照。5.正在办理户籍迁移的旅客如需要办理临时登机证，除了上述证件外还需要携带相关的户籍迁移证明才能办理（具体以现场为准）
无行李国内中转旅客（含无行李及已办理行李直挂目的地手续的旅客）：旅客在无行李托运的情况下，在昆明机场中转，航班计划起飞前24小时至航班计划起飞前2小时之外，通过手机值机成功，产生了二维码，到机场无行李中转柜台扫描二维码自助验讫截止时间也是航班计划起飞45分钟前，上下班时间跟无行李中转柜台一致，柜台工作人员下班，自助也不可以使用。因为安保人员下班，内部去登机口的通道将无法使用。(春秋航班、九元航空除外),国际中转中转国际柜台：B1层国内中转国际柜台开放时间：11:30-13:30B1层国际中转国内柜台开放时间：19:30-21:30只针对东方航空公司的航班，其余时间及航空公司，需要办理业务的旅客前往F3层出发大厅办理值机）国际通航航班（东航、祥鹏国际转国内通程）旅客单班超过5人次后，由航司通报海关按照航班到港时间临时开放国际航班经停昆明落地国内机场或是国内机场经停昆明转国际航班，要不要下机，从哪里出关具体以航空公司为准，看航空公司跟机场是否有协议。,无纸化自助中转流程（春秋、九元除外）：1、前中心区中转区（15号到达口旁）、后中心区中转区（28、46号到达口旁）、国内远机位到达口中转区（西指廊根部）；2、旅客到达中转区自行办理手机值机，将电子登机牌二维码对准航信通进行扫描，生成带有“中转专用章”的电子登机牌，通过护卫查验后，直接到达出发大厅登机。；3、自助中转也是在飞机离站前45分钟截止办理，中转大厅开放的情况下，才能够使用。护卫下班时间为：22:00
到达大厅:三个出口 A口、C口和D口，但里面是同一个大厅。A口离13-14行李转盘近、 C口离8-9行李转盘近  、D口离5-6行李转盘近。具体以旅客现场为准
